,fullname,orderid,shipcountry,companyname,companyname,unitprice,quantity,orderdate,shippeddate,requireddate
1716,Nancy Davolio,10910,Finland,Federal Shipping,Wilman Kala,20.0000,10,1998-02-26,1998-03-04,1998-03-26
1717,Nancy Davolio,10910,Finland,Federal Shipping,Wilman Kala,28.5000,5,1998-02-26,1998-03-04,1998-03-26
1718,Nancy Davolio,10909,Norway,United Package,Sant Gourmet,30.0000,12,1998-02-26,1998-03-10,1998-03-26
1719,Nancy Davolio,10909,Norway,United Package,Sant Gourmet,17.4500,15,1998-02-26,1998-03-10,1998-03-26
1720,Nancy Davolio,10909,Norway,United Package,Sant Gourmet,9.6500,5,1998-02-26,1998-03-10,1998-03-26
1721,Andrew Fuller,10912,Ireland,United Package,Hungry Owl All-Night Grocers,21.0000,40,1998-02-26,1998-03-18,1998-03-26
1722,Andrew Fuller,10912,Ireland,United Package,Hungry Owl All-Night Grocers,123.7900,60,1998-02-26,1998-03-18,1998-03-26
1723,Janet Leverling,10911,Spain,Speedy Express,Godos Cocina Tpica,18.0000,10,1998-02-26,1998-03-05,1998-03-26
1724,Janet Leverling,10911,Spain,Speedy Express,Godos Cocina Tpica,39.0000,12,1998-02-26,1998-03-05,1998-03-26
1725,Janet Leverling,10911,Spain,Speedy Express,Godos Cocina Tpica,14.0000,15,1998-02-26,1998-03-05,1998-03-26
1726,Margaret Peacock,10908,Italy,United Package,Reggiani Caseifici,30.0000,20,1998-02-26,1998-03-06,1998-03-26
1727,Margaret Peacock,10908,Italy,United Package,Reggiani Caseifici,7.0000,14,1998-02-26,1998-03-06,1998-03-26
1728,Margaret Peacock,10913,Brazil,Speedy Express,Queen Cozinha,22.0000,30,1998-02-26,1998-03-04,1998-03-26
1729,Margaret Peacock,10913,Brazil,Speedy Express,Queen Cozinha,2.5000,40,1998-02-26,1998-03-04,1998-03-26
1730,Margaret Peacock,10913,Brazil,Speedy Express,Queen Cozinha,13.2500,15,1998-02-26,1998-03-04,1998-03-26
1731,Nancy Davolio,10916,Argentina,United Package,Rancho grande,17.4500,6,1998-02-27,1998-03-09,1998-03-27
1732,Nancy Davolio,10916,Argentina,United Package,Rancho grande,32.0000,6,1998-02-27,1998-03-09,1998-03-27
1733,Nancy Davolio,10916,Argentina,United Package,Rancho grande,19.5000,20,1998-02-27,1998-03-09,1998-03-27
1734,Andrew Fuller,10915,Mexico,United Package,Tortuga Restaurante,39.0000,10,1998-02-27,1998-03-02,1998-03-27
1735,Andrew Fuller,10915,Mexico,United Package,Tortuga Restaurante,2.5000,30,1998-02-27,1998-03-02,1998-03-27
1736,Andrew Fuller,10915,Mexico,United Package,Tortuga Restaurante,7.4500,10,1998-02-27,1998-03-02,1998-03-27
1737,Michael Suyama,10914,Brazil,Speedy Express,Queen Cozinha,21.5000,25,1998-02-27,1998-03-02,1998-03-27
1738,Andrew Fuller,10919,Venezuela,United Package,LINO-Delicateses,17.4500,24,1998-03-02,1998-03-04,1998-03-30
1739,Andrew Fuller,10919,Venezuela,United Package,LINO-Delicateses,14.0000,24,1998-03-02,1998-03-04,1998-03-30
1740,Andrew Fuller,10919,Venezuela,United Package,LINO-Delicateses,18.4000,20,1998-03-02,1998-03-04,1998-03-30
1741,Janet Leverling,10918,Canada,Federal Shipping,Bottom-Dollar Markets,18.0000,60,1998-03-02,1998-03-11,1998-03-30
1742,Janet Leverling,10918,Canada,Federal Shipping,Bottom-Dollar Markets,34.0000,25,1998-03-02,1998-03-11,1998-03-30
1743,Margaret Peacock,10917,Spain,United Package,Romero y tomillo,25.8900,1,1998-03-02,1998-03-11,1998-03-30
1744,Margaret Peacock,10917,Spain,United Package,Romero y tomillo,34.0000,10,1998-03-02,1998-03-11,1998-03-30
1745,Nancy Davolio,10921,Denmark,Speedy Express,Vaffeljernet,18.0000,10,1998-03-03,1998-03-09,1998-04-14
1746,Nancy Davolio,10921,Denmark,Speedy Express,Vaffeljernet,43.9000,40,1998-03-03,1998-03-09,1998-04-14
1747,Margaret Peacock,10920,UK,United Package,Around the Horn,16.2500,24,1998-03-03,1998-03-09,1998-03-31
1748,Steven Buchanan,10922,Brazil,Federal Shipping,Hanari Carnes,39.0000,15,1998-03-03,1998-03-05,1998-03-31
1749,Steven Buchanan,10922,Brazil,Federal Shipping,Hanari Carnes,4.5000,35,1998-03-03,1998-03-05,1998-03-31
1750,Robert King,10923,France,Federal Shipping,La maison d'Asie,14.0000,10,1998-03-03,1998-03-13,1998-04-14
1751,Robert King,10923,France,Federal Shipping,La maison d'Asie,46.0000,10,1998-03-03,1998-03-13,1998-04-14
1752,Robert King,10923,France,Federal Shipping,La maison d'Asie,14.0000,24,1998-03-03,1998-03-13,1998-04-14
1753,Janet Leverling,10924,Sweden,United Package,Berglunds snabbkp,31.0000,20,1998-03-04,1998-04-08,1998-04-01
1754,Janet Leverling,10924,Sweden,United Package,Berglunds snabbkp,45.6000,30,1998-03-04,1998-04-08,1998-04-01
1755,Janet Leverling,10924,Sweden,United Package,Berglunds snabbkp,7.7500,6,1998-03-04,1998-04-08,1998-04-01
1756,Janet Leverling,10925,Brazil,Speedy Express,Hanari Carnes,19.0000,25,1998-03-04,1998-03-13,1998-04-01
1757,Janet Leverling,10925,Brazil,Speedy Express,Hanari Carnes,7.0000,12,1998-03-04,1998-03-13,1998-04-01
1758,Margaret Peacock,10926,Mexico,Federal Shipping,Ana Trujillo Emparedados y helados,21.0000,2,1998-03-04,1998-03-11,1998-04-01
1759,Margaret Peacock,10926,Mexico,Federal Shipping,Ana Trujillo Emparedados y helados,6.0000,10,1998-03-04,1998-03-11,1998-04-01
1760,Margaret Peacock,10926,Mexico,Federal Shipping,Ana Trujillo Emparedados y helados,9.2000,7,1998-03-04,1998-03-11,1998-04-01
1761,Margaret Peacock,10926,Mexico,Federal Shipping,Ana Trujillo Emparedados y helados,34.8000,10,1998-03-04,1998-03-11,1998-04-01
1762,Nancy Davolio,10928,Spain,Speedy Express,Galera del gastrnomo,9.5000,5,1998-03-05,1998-03-18,1998-04-02
1763,Nancy Davolio,10928,Spain,Speedy Express,Galera del gastrnomo,18.0000,5,1998-03-05,1998-03-18,1998-04-02
1764,Margaret Peacock,10927,France,Speedy Express,La corne d'abondance,81.0000,5,1998-03-05,1998-04-08,1998-04-02
1765,Margaret Peacock,10927,France,Speedy Express,La corne d'abondance,7.0000,5,1998-03-05,1998-04-08,1998-04-02
1766,Margaret Peacock,10927,France,Speedy Express,La corne d'abondance,18.0000,20,1998-03-05,1998-04-08,1998-04-02
1767,Michael Suyama,10929,Germany,Speedy Express,Frankenversand,10.0000,60,1998-03-05,1998-03-12,1998-04-02
1768,Michael Suyama,10929,Germany,Speedy Express,Frankenversand,7.7500,49,1998-03-05,1998-03-12,1998-04-02
1769,Michael Suyama,10929,Germany,Speedy Express,Frankenversand,13.0000,15,1998-03-05,1998-03-12,1998-04-02
1770,Margaret Peacock,10930,Belgium,Federal Shipping,Suprmes dlices,10.0000,36,1998-03-06,1998-03-18,1998-04-17
1771,Margaret Peacock,10930,Belgium,Federal Shipping,Suprmes dlices,43.9000,25,1998-03-06,1998-03-18,1998-04-17
1772,Margaret Peacock,10930,Belgium,Federal Shipping,Suprmes dlices,24.0000,25,1998-03-06,1998-03-18,1998-04-17
1773,Margaret Peacock,10930,Belgium,Federal Shipping,Suprmes dlices,13.2500,30,1998-03-06,1998-03-18,1998-04-17
1774,Margaret Peacock,10931,Switzerland,United Package,Richter Supermarkt,6.0000,42,1998-03-06,1998-03-19,1998-03-20
1775,Margaret Peacock,10931,Switzerland,United Package,Richter Supermarkt,19.5000,30,1998-03-06,1998-03-19,1998-03-20
1776,Michael Suyama,10933,UK,Federal Shipping,Island Trading,32.8000,2,1998-03-06,1998-03-16,1998-04-03
1777,Michael Suyama,10933,UK,Federal Shipping,Island Trading,28.5000,30,1998-03-06,1998-03-16,1998-04-03
1778,Laura Callahan,10932,France,Speedy Express,Bon app',17.4500,30,1998-03-06,1998-03-24,1998-04-03
1779,Laura Callahan,10932,France,Speedy Express,Bon app',49.3000,14,1998-03-06,1998-03-24,1998-04-03
1780,Laura Callahan,10932,France,Speedy Express,Bon app',34.8000,16,1998-03-06,1998-03-24,1998-04-03
1781,Laura Callahan,10932,France,Speedy Express,Bon app',7.7500,20,1998-03-06,1998-03-24,1998-04-03
1782,Janet Leverling,10934,Germany,Federal Shipping,Lehmanns Marktstand,25.0000,20,1998-03-09,1998-03-12,1998-04-06
1783,Janet Leverling,10936,USA,United Package,Great Lakes Food Market,19.0000,30,1998-03-09,1998-03-18,1998-04-06
1784,Margaret Peacock,10935,Brazil,Federal Shipping,Wellington Importadora,18.0000,21,1998-03-09,1998-03-18,1998-04-06
1785,Margaret Peacock,10935,Brazil,Federal Shipping,Wellington Importadora,62.5000,4,1998-03-09,1998-03-18,1998-04-06
1786,Margaret Peacock,10935,Brazil,Federal Shipping,Wellington Importadora,9.0000,8,1998-03-09,1998-03-18,1998-04-06
1787,Andrew Fuller,10939,Italy,United Package,Magazzini Alimentari Riuniti,19.0000,10,1998-03-10,1998-03-13,1998-04-07
1788,Andrew Fuller,10939,Italy,United Package,Magazzini Alimentari Riuniti,14.0000,40,1998-03-10,1998-03-13,1998-04-07
1789,Janet Leverling,10938,Germany,United Package,QUICK-Stop,6.0000,20,1998-03-10,1998-03-16,1998-04-07
1790,Janet Leverling,10938,Germany,United Package,QUICK-Stop,46.0000,24,1998-03-10,1998-03-16,1998-04-07
1791,Janet Leverling,10938,Germany,United Package,QUICK-Stop,34.0000,49,1998-03-10,1998-03-16,1998-04-07
1792,Janet Leverling,10938,Germany,United Package,QUICK-Stop,21.5000,35,1998-03-10,1998-03-16,1998-04-07
1793,Robert King,10937,Argentina,Federal Shipping,Cactus Comidas para llevar,45.6000,8,1998-03-10,1998-03-13,1998-03-24
1794,Robert King,10937,Argentina,Federal Shipping,Cactus Comidas para llevar,14.0000,20,1998-03-10,1998-03-13,1998-03-24
1795,Margaret Peacock,10943,UK,United Package,B's Beverages,6.0000,15,1998-03-11,1998-03-19,1998-04-08
1796,Margaret Peacock,10943,UK,United Package,B's Beverages,21.0000,21,1998-03-11,1998-03-19,1998-04-08
1797,Margaret Peacock,10943,UK,United Package,B's Beverages,12.0000,15,1998-03-11,1998-03-19,1998-04-08
1798,Robert King,10941,USA,United Package,Save-a-lot Markets,12.5000,44,1998-03-11,1998-03-20,1998-04-08
1799,Robert King,10941,USA,United Package,Save-a-lot Markets,49.3000,30,1998-03-11,1998-03-20,1998-04-08
1800,Robert King,10941,USA,United Package,Save-a-lot Markets,12.5000,80,1998-03-11,1998-03-20,1998-04-08
1801,Robert King,10941,USA,United Package,Save-a-lot Markets,34.8000,50,1998-03-11,1998-03-20,1998-04-08
1802,Laura Callahan,10940,France,Federal Shipping,Bon app',30.0000,8,1998-03-11,1998-03-23,1998-04-08
1803,Laura Callahan,10940,France,Federal Shipping,Bon app',6.0000,20,1998-03-11,1998-03-23,1998-04-08
1804,Anne Dodsworth,10942,Italy,Federal Shipping,Reggiani Caseifici,20.0000,28,1998-03-11,1998-03-18,1998-04-08
1805,Nancy Davolio,10946,Denmark,United Package,Vaffeljernet,31.0000,25,1998-03-12,1998-03-19,1998-04-09
1806,Nancy Davolio,10946,Denmark,United Package,Vaffeljernet,4.5000,25,1998-03-12,1998-03-19,1998-04-09
1807,Nancy Davolio,10946,Denmark,United Package,Vaffeljernet,13.0000,40,1998-03-12,1998-03-19,1998-04-09
1808,Margaret Peacock,10945,Germany,Speedy Express,Morgenstern Gesundkost,6.0000,20,1998-03-12,1998-03-18,1998-04-09
1809,Margaret Peacock,10945,Germany,Speedy Express,Morgenstern Gesundkost,12.5000,10,1998-03-12,1998-03-18,1998-04-09
1810,Michael Suyama,10944,Canada,Federal Shipping,Bottom-Dollar Markets,21.0000,5,1998-03-12,1998-03-13,1998-03-26
1811,Michael Suyama,10944,Canada,Federal Shipping,Bottom-Dollar Markets,19.4500,18,1998-03-12,1998-03-13,1998-03-26
1812,Michael Suyama,10944,Canada,Federal Shipping,Bottom-Dollar Markets,38.0000,18,1998-03-12,1998-03-13,1998-03-26
1813,Andrew Fuller,10949,Canada,Federal Shipping,Bottom-Dollar Markets,25.0000,12,1998-03-13,1998-03-17,1998-04-10
1814,Andrew Fuller,10949,Canada,Federal Shipping,Bottom-Dollar Markets,31.0000,30,1998-03-13,1998-03-17,1998-04-10
1815,Andrew Fuller,10949,Canada,Federal Shipping,Bottom-Dollar Markets,39.0000,6,1998-03-13,1998-03-17,1998-04-10
1816,Andrew Fuller,10949,Canada,Federal Shipping,Bottom-Dollar Markets,49.3000,60,1998-03-13,1998-03-17,1998-04-10
1817,Janet Leverling,10948,Spain,Federal Shipping,Godos Cocina Tpica,16.2500,9,1998-03-13,1998-03-19,1998-04-10
1818,Janet Leverling,10948,Spain,Federal Shipping,Godos Cocina Tpica,53.0000,40,1998-03-13,1998-03-19,1998-04-10
1819,Janet Leverling,10948,Spain,Federal Shipping,Godos Cocina Tpica,24.0000,4,1998-03-13,1998-03-19,1998-04-10
1820,Janet Leverling,10947,UK,United Package,B's Beverages,55.0000,4,1998-03-13,1998-03-16,1998-04-10
1821,Nancy Davolio,10950,Italy,United Package,Magazzini Alimentari Riuniti,22.0000,5,1998-03-16,1998-03-23,1998-04-13
1822,Nancy Davolio,10952,Germany,Speedy Express,Alfreds Futterkiste,25.0000,16,1998-03-16,1998-03-24,1998-04-27
1823,Nancy Davolio,10952,Germany,Speedy Express,Alfreds Futterkiste,45.6000,2,1998-03-16,1998-03-24,1998-04-27
1824,Anne Dodsworth,10951,Switzerland,United Package,Richter Supermarkt,2.5000,15,1998-03-16,1998-04-07,1998-04-27
1825,Anne Dodsworth,10951,Switzerland,United Package,Richter Supermarkt,9.6500,6,1998-03-16,1998-04-07,1998-04-27
1826,Anne Dodsworth,10951,Switzerland,United Package,Richter Supermarkt,7.7500,50,1998-03-16,1998-04-07,1998-04-27
1827,Anne Dodsworth,10953,UK,United Package,Around the Horn,81.0000,50,1998-03-16,1998-03-25,1998-03-30
1828,Anne Dodsworth,10953,UK,United Package,Around the Horn,12.5000,50,1998-03-16,1998-03-25,1998-03-30
1829,Steven Buchanan,10954,Venezuela,Speedy Express,LINO-Delicateses,17.4500,28,1998-03-17,1998-03-20,1998-04-28
1830,Steven Buchanan,10954,Venezuela,Speedy Express,LINO-Delicateses,12.5000,25,1998-03-17,1998-03-20,1998-04-28
1831,Steven Buchanan,10954,Venezuela,Speedy Express,LINO-Delicateses,9.5000,30,1998-03-17,1998-03-20,1998-04-28
1832,Steven Buchanan,10954,Venezuela,Speedy Express,LINO-Delicateses,34.0000,24,1998-03-17,1998-03-20,1998-04-28
1833,Michael Suyama,10956,Germany,United Package,Blauer See Delikatessen,10.0000,12,1998-03-17,1998-03-20,1998-04-28
1834,Michael Suyama,10956,Germany,United Package,Blauer See Delikatessen,9.5000,14,1998-03-17,1998-03-20,1998-04-28
1835,Michael Suyama,10956,Germany,United Package,Blauer See Delikatessen,53.0000,8,1998-03-17,1998-03-20,1998-04-28
1836,Laura Callahan,10955,Sweden,United Package,Folk och f HB,7.7500,12,1998-03-17,1998-03-20,1998-04-14
1837,Michael Suyama,10959,Brazil,United Package,Gourmet Lanchonetes,7.7500,20,1998-03-18,1998-03-23,1998-04-29
1838,Robert King,10958,Argentina,United Package,Ocano Atlntico Ltda.,21.3500,20,1998-03-18,1998-03-27,1998-04-15
1839,Robert King,10958,Argentina,United Package,Ocano Atlntico Ltda.,30.0000,6,1998-03-18,1998-03-27,1998-04-15
1840,Robert King,10958,Argentina,United Package,Ocano Atlntico Ltda.,34.8000,5,1998-03-18,1998-03-27,1998-04-15
1841,Laura Callahan,10957,Venezuela,Federal Shipping,HILARION-Abastos,25.8900,30,1998-03-18,1998-03-27,1998-04-15
1842,Laura Callahan,10957,Venezuela,Federal Shipping,HILARION-Abastos,18.0000,40,1998-03-18,1998-03-27,1998-04-15
1843,Laura Callahan,10957,Venezuela,Federal Shipping,HILARION-Abastos,33.2500,8,1998-03-18,1998-03-27,1998-04-15
1844,Janet Leverling,10960,Venezuela,Speedy Express,HILARION-Abastos,4.5000,10,1998-03-19,1998-04-08,1998-04-02
1845,Janet Leverling,10960,Venezuela,Speedy Express,HILARION-Abastos,9.6500,24,1998-03-19,1998-04-08,1998-04-02
1846,Laura Callahan,10962,Germany,United Package,QUICK-Stop,30.0000,45,1998-03-19,1998-03-23,1998-04-16
1847,Laura Callahan,10962,Germany,United Package,QUICK-Stop,6.0000,77,1998-03-19,1998-03-23,1998-04-16
1848,Laura Callahan,10962,Germany,United Package,QUICK-Stop,32.8000,20,1998-03-19,1998-03-23,1998-04-16
1849,Laura Callahan,10962,Germany,United Package,QUICK-Stop,36.0000,9,1998-03-19,1998-03-23,1998-04-16
1850,Laura Callahan,10962,Germany,United Package,QUICK-Stop,18.0000,44,1998-03-19,1998-03-23,1998-04-16
1851,Laura Callahan,10961,Brazil,Speedy Express,Queen Cozinha,7.0000,6,1998-03-19,1998-03-30,1998-04-16
1852,Laura Callahan,10961,Brazil,Speedy Express,Queen Cozinha,18.0000,60,1998-03-19,1998-03-30,1998-04-16
1853,Anne Dodsworth,10963,Portugal,Federal Shipping,Furia Bacalhau e Frutos do Mar,34.0000,2,1998-03-19,1998-03-26,1998-04-16
1854,Janet Leverling,10964,France,United Package,Spcialits du monde,62.5000,6,1998-03-20,1998-03-24,1998-04-17
1855,Janet Leverling,10964,France,United Package,Spcialits du monde,263.5000,5,1998-03-20,1998-03-24,1998-04-17
1856,Janet Leverling,10964,France,United Package,Spcialits du monde,36.0000,10,1998-03-20,1998-03-24,1998-04-17
1857,Margaret Peacock,10966,Switzerland,Speedy Express,Chop-suey Chinese,26.0000,8,1998-03-20,1998-04-08,1998-04-17
1858,Margaret Peacock,10966,Switzerland,Speedy Express,Chop-suey Chinese,38.0000,12,1998-03-20,1998-04-08,1998-04-17
1859,Margaret Peacock,10966,Switzerland,Speedy Express,Chop-suey Chinese,49.3000,12,1998-03-20,1998-04-08,1998-04-17
1860,Michael Suyama,10965,USA,Federal Shipping,Old World Delicatessen,53.0000,16,1998-03-20,1998-03-30,1998-04-17
1861,Nancy Davolio,10968,Austria,Federal Shipping,Ernst Handel,38.0000,30,1998-03-23,1998-04-01,1998-04-20
1862,Nancy Davolio,10968,Austria,Federal Shipping,Ernst Handel,4.5000,30,1998-03-23,1998-04-01,1998-04-20
1863,Nancy Davolio,10968,Austria,Federal Shipping,Ernst Handel,33.2500,4,1998-03-23,1998-04-01,1998-04-20
1864,Nancy Davolio,10969,Brazil,United Package,Comrcio Mineiro,12.0000,9,1998-03-23,1998-03-30,1998-04-20
1865,Andrew Fuller,10967,Germany,United Package,Toms Spezialitten,9.2000,12,1998-03-23,1998-04-02,1998-04-20
1866,Andrew Fuller,10967,Germany,United Package,Toms Spezialitten,20.0000,40,1998-03-23,1998-04-02,1998-04-20
1867,Andrew Fuller,10971,France,United Package,France restauration,123.7900,14,1998-03-24,1998-04-02,1998-04-21
1868,Margaret Peacock,10972,France,United Package,La corne d'abondance,39.0000,6,1998-03-24,1998-03-26,1998-04-21
1869,Margaret Peacock,10972,France,United Package,La corne d'abondance,2.5000,7,1998-03-24,1998-03-26,1998-04-21
1870,Michael Suyama,10973,France,United Package,La corne d'abondance,31.2300,5,1998-03-24,1998-03-27,1998-04-21
1871,Michael Suyama,10973,France,United Package,La corne d'abondance,9.6500,6,1998-03-24,1998-03-27,1998-04-21
1872,Michael Suyama,10973,France,United Package,La corne d'abondance,7.7500,10,1998-03-24,1998-03-27,1998-04-21
1873,Anne Dodsworth,10970,Spain,Speedy Express,Blido Comidas preparadas,7.0000,40,1998-03-24,1998-04-24,1998-04-07
1874,Nancy Davolio,10975,Canada,Federal Shipping,Bottom-Dollar Markets,40.0000,16,1998-03-25,1998-03-27,1998-04-22
1875,Nancy Davolio,10975,Canada,Federal Shipping,Bottom-Dollar Markets,7.7500,10,1998-03-25,1998-03-27,1998-04-22
1876,Nancy Davolio,10976,Venezuela,Speedy Express,HILARION-Abastos,45.6000,20,1998-03-25,1998-04-03,1998-05-06
1877,Janet Leverling,10974,USA,Federal Shipping,Split Rail Beer & Ale,43.9000,10,1998-03-25,1998-04-03,1998-04-08
1878,Laura Callahan,10977,Sweden,Federal Shipping,Folk och f HB,18.0000,30,1998-03-26,1998-04-10,1998-04-23
1879,Laura Callahan,10977,Sweden,Federal Shipping,Folk och f HB,9.5000,30,1998-03-26,1998-04-10,1998-04-23
1880,Laura Callahan,10977,Sweden,Federal Shipping,Folk och f HB,53.0000,10,1998-03-26,1998-04-10,1998-04-23
1881,Laura Callahan,10977,Sweden,Federal Shipping,Folk och f HB,43.9000,20,1998-03-26,1998-04-10,1998-04-23
1882,Laura Callahan,10979,Austria,United Package,Ernst Handel,30.0000,18,1998-03-26,1998-03-31,1998-04-23
1883,Laura Callahan,10979,Austria,United Package,Ernst Handel,38.0000,20,1998-03-26,1998-03-31,1998-04-23
1884,Laura Callahan,10979,Austria,United Package,Ernst Handel,4.5000,80,1998-03-26,1998-03-31,1998-04-23
1885,Laura Callahan,10979,Austria,United Package,Ernst Handel,43.9000,30,1998-03-26,1998-03-31,1998-04-23
1886,Laura Callahan,10979,Austria,United Package,Ernst Handel,12.5000,24,1998-03-26,1998-03-31,1998-04-23
1887,Laura Callahan,10979,Austria,United Package,Ernst Handel,43.9000,35,1998-03-26,1998-03-31,1998-04-23
1888,Anne Dodsworth,10978,Belgium,United Package,Maison Dewey,40.0000,20,1998-03-26,1998-04-23,1998-04-23
1889,Anne Dodsworth,10978,Belgium,United Package,Maison Dewey,10.0000,40,1998-03-26,1998-04-23,1998-04-23
1890,Anne Dodsworth,10978,Belgium,United Package,Maison Dewey,18.4000,10,1998-03-26,1998-04-23,1998-04-23
1891,Anne Dodsworth,10978,Belgium,United Package,Maison Dewey,19.4500,6,1998-03-26,1998-04-23,1998-04-23
1892,Nancy Davolio,10981,Brazil,United Package,Hanari Carnes,263.5000,60,1998-03-27,1998-04-02,1998-04-24
1893,Andrew Fuller,10983,USA,United Package,Save-a-lot Markets,6.0000,84,1998-03-27,1998-04-06,1998-04-24
1894,Andrew Fuller,10983,USA,United Package,Save-a-lot Markets,19.5000,15,1998-03-27,1998-04-06,1998-04-24
1895,Andrew Fuller,10982,Canada,Speedy Express,Bottom-Dollar Markets,30.0000,20,1998-03-27,1998-04-08,1998-04-24
1896,Andrew Fuller,10982,Canada,Speedy Express,Bottom-Dollar Markets,46.0000,9,1998-03-27,1998-04-08,1998-04-24
1897,Margaret Peacock,10980,Sweden,Speedy Express,Folk och f HB,7.7500,40,1998-03-27,1998-04-17,1998-05-08
1898,Nancy Davolio,10984,USA,Federal Shipping,Save-a-lot Markets,17.4500,55,1998-03-30,1998-04-03,1998-04-27
1899,Nancy Davolio,10984,USA,Federal Shipping,Save-a-lot Markets,4.5000,20,1998-03-30,1998-04-03,1998-04-27
1900,Nancy Davolio,10984,USA,Federal Shipping,Save-a-lot Markets,19.0000,40,1998-03-30,1998-04-03,1998-04-27
1901,Andrew Fuller,10985,Ireland,Speedy Express,Hungry Owl All-Night Grocers,17.4500,36,1998-03-30,1998-04-02,1998-04-27
1902,Andrew Fuller,10985,Ireland,Speedy Express,Hungry Owl All-Night Grocers,62.5000,8,1998-03-30,1998-04-02,1998-04-27
1903,Andrew Fuller,10985,Ireland,Speedy Express,Hungry Owl All-Night Grocers,32.0000,35,1998-03-30,1998-04-02,1998-04-27
1904,Laura Callahan,10986,Argentina,United Package,Ocano Atlntico Ltda.,21.0000,30,1998-03-30,1998-04-21,1998-04-27
1905,Laura Callahan,10986,Argentina,United Package,Ocano Atlntico Ltda.,81.0000,15,1998-03-30,1998-04-21,1998-04-27
1906,Laura Callahan,10986,Argentina,United Package,Ocano Atlntico Ltda.,18.0000,10,1998-03-30,1998-04-21,1998-04-27
1907,Laura Callahan,10986,Argentina,United Package,Ocano Atlntico Ltda.,13.0000,15,1998-03-30,1998-04-21,1998-04-27
1908,Andrew Fuller,10989,Brazil,Speedy Express,Que Delcia,25.0000,40,1998-03-31,1998-04-02,1998-04-28
1909,Andrew Fuller,10989,Brazil,Speedy Express,Que Delcia,21.0000,15,1998-03-31,1998-04-02,1998-04-28
1910,Andrew Fuller,10989,Brazil,Speedy Express,Que Delcia,9.6500,4,1998-03-31,1998-04-02,1998-04-28
1911,Janet Leverling,10988,USA,United Package,Rattlesnake Canyon Grocery,30.0000,60,1998-03-31,1998-04-10,1998-04-28
1912,Janet Leverling,10988,USA,United Package,Rattlesnake Canyon Grocery,49.3000,40,1998-03-31,1998-04-10,1998-04-28
1913,Laura Callahan,10987,UK,Speedy Express,Eastern Connection,30.0000,60,1998-03-31,1998-04-06,1998-04-28
1914,Laura Callahan,10987,UK,Speedy Express,Eastern Connection,46.0000,6,1998-03-31,1998-04-06,1998-04-28
1915,Laura Callahan,10987,UK,Speedy Express,Eastern Connection,34.8000,20,1998-03-31,1998-04-06,1998-04-28
1916,Nancy Davolio,10992,USA,Federal Shipping,The Big Cheese,34.8000,2,1998-04-01,1998-04-03,1998-04-29
1917,Nancy Davolio,10991,Germany,Speedy Express,QUICK-Stop,19.0000,50,1998-04-01,1998-04-07,1998-04-29
1918,Nancy Davolio,10991,Germany,Speedy Express,QUICK-Stop,15.0000,20,1998-04-01,1998-04-07,1998-04-29
1919,Nancy Davolio,10991,Germany,Speedy Express,QUICK-Stop,18.0000,90,1998-04-01,1998-04-07,1998-04-29
1920,Andrew Fuller,10990,Austria,Federal Shipping,Ernst Handel,10.0000,65,1998-04-01,1998-04-07,1998-05-13
1921,Andrew Fuller,10990,Austria,Federal Shipping,Ernst Handel,14.0000,60,1998-04-01,1998-04-07,1998-05-13
1922,Andrew Fuller,10990,Austria,Federal Shipping,Ernst Handel,24.0000,65,1998-04-01,1998-04-07,1998-05-13
1923,Andrew Fuller,10990,Austria,Federal Shipping,Ernst Handel,28.5000,66,1998-04-01,1998-04-07,1998-05-13
1924,Robert King,10993,Sweden,Federal Shipping,Folk och f HB,123.7900,50,1998-04-01,1998-04-10,1998-04-29
1925,Robert King,10993,Sweden,Federal Shipping,Folk och f HB,9.6500,35,1998-04-01,1998-04-10,1998-04-29
1926,Nancy Davolio,10995,Mexico,Federal Shipping,Pericles Comidas clsicas,53.0000,20,1998-04-02,1998-04-06,1998-04-30
1927,Nancy Davolio,10995,Mexico,Federal Shipping,Pericles Comidas clsicas,34.0000,4,1998-04-02,1998-04-06,1998-04-30
1928,Andrew Fuller,10994,Denmark,Federal Shipping,Vaffeljernet,55.0000,18,1998-04-02,1998-04-09,1998-04-16
1929,Margaret Peacock,10996,Germany,United Package,QUICK-Stop,14.0000,40,1998-04-02,1998-04-10,1998-04-30
1930,Michael Suyama,10999,Germany,United Package,Ottilies Kseladen,9.6500,20,1998-04-03,1998-04-10,1998-05-01
1931,Michael Suyama,10999,Germany,United Package,Ottilies Kseladen,53.0000,15,1998-04-03,1998-04-10,1998-05-01
1932,Michael Suyama,10999,Germany,United Package,Ottilies Kseladen,13.0000,21,1998-04-03,1998-04-10,1998-05-01
1933,Laura Callahan,10997,Venezuela,United Package,LILA-Supermercado,32.0000,50,1998-04-03,1998-04-13,1998-05-15
1934,Laura Callahan,10997,Venezuela,United Package,LILA-Supermercado,12.0000,20,1998-04-03,1998-04-13,1998-05-15
1935,Laura Callahan,10997,Venezuela,United Package,LILA-Supermercado,7.0000,20,1998-04-03,1998-04-13,1998-05-15
1936,Laura Callahan,10998,Poland,United Package,Wolski  Zajazd,4.5000,12,1998-04-03,1998-04-17,1998-04-17
1937,Laura Callahan,10998,Poland,United Package,Wolski  Zajazd,28.5000,7,1998-04-03,1998-04-17,1998-04-17
